Project,Category,File,Path,type,wordcount,topic,tutorial,pageNumber,language
Foundations,Docs-Tutorials,developers-intro-013-tutorial-step-charting-space.json,Projects/Foundations/Schemas/Docs-Tutorials/D/Developers/Developers-Intro/developers-intro-013-tutorial-step-charting-space.json,Tutorial Step - Charting Space,102,none,Developers Intro,13,RU 
Foundations,Docs-Tutorials,developers-intro-012-tutorial-step-canvas-animation.json,Projects/Foundations/Schemas/Docs-Tutorials/D/Developers/Developers-Intro/developers-intro-012-tutorial-step-canvas-animation.json,Tutorial Step - Canvas Animation,109,none,Developers Intro,12,RU 
Foundations,Docs-Tutorials,developers-intro-017-tutorial-step-docs-space.json,Projects/Foundations/Schemas/Docs-Tutorials/D/Developers/Developers-Intro/developers-intro-017-tutorial-step-docs-space.json,Tutorial Step - Docs Space,63,none,Developers Intro,17,RU 
Foundations,Docs-Tutorials,developers-intro-020-tutorial-topic-files-component.json,Projects/Foundations/Schemas/Docs-Tutorials/D/Developers/Developers-Intro/developers-intro-020-tutorial-topic-files-component.json,Tutorial Topic - Files Component,112,none,Developers Intro,20,RU 
Foundations,Docs-Tutorials,developers-intro-009-tutorial-topic-task-server.json,Projects/Foundations/Schemas/Docs-Tutorials/D/Developers/Developers-Intro/developers-intro-009-tutorial-topic-task-server.json,Tutorial Topic - Task Server,127,none,Developers Intro,9,RU 
Foundations,Docs-Tutorials,developers-intro-002-tutorial-topic-system-architecture.json,Projects/Foundations/Schemas/Docs-Tutorials/D/Developers/Developers-Intro/developers-intro-002-tutorial-topic-system-architecture.json,Tutorial Topic - System Architecture,94,none,Developers Intro,2,RU 
Foundations,Docs-Tutorials,developers-intro-006-tutorial-step-web-sockets-server.json,Projects/Foundations/Schemas/Docs-Tutorials/D/Developers/Developers-Intro/developers-intro-006-tutorial-step-web-sockets-server.json,Tutorial Step - Web Sockets Server,91,none,Developers Intro,6,RU 
Foundations,Docs-Tutorials,developers-intro-015-tutorial-step-floating-space.json,Projects/Foundations/Schemas/Docs-Tutorials/D/Developers/Developers-Intro/developers-intro-015-tutorial-step-floating-space.json,Tutorial Step - Floating Space,120,none,Developers Intro,15,RU 
Foundations,Docs-Tutorials,developers-intro-008-tutorial-step-task-manager-server.json,Projects/Foundations/Schemas/Docs-Tutorials/D/Developers/Developers-Intro/developers-intro-008-tutorial-step-task-manager-server.json,Tutorial Step - Task Manager Server,108,none,Developers Intro,8,RU 
Foundations,Docs-Tutorials,developers-intro-004-tutorial-topic-client.json,Projects/Foundations/Schemas/Docs-Tutorials/D/Developers/Developers-Intro/developers-intro-004-tutorial-topic-client.json,Tutorial Topic - Client,100,none,Developers Intro,4,RU 
Foundations,Docs-Tutorials,developers-intro-003-tutorial-topic-client.json,Projects/Foundations/Schemas/Docs-Tutorials/D/Developers/Developers-Intro/developers-intro-003-tutorial-topic-client.json,Tutorial Topic - Client,110,none,Developers Intro,3,
Foundations,Docs-Tutorials,developers-intro-014-tutorial-step-design-space.json,Projects/Foundations/Schemas/Docs-Tutorials/D/Developers/Developers-Intro/developers-intro-014-tutorial-step-design-space.json,Tutorial Step - Design Space,99,none,Developers Intro,14,RU 
Foundations,Docs-Tutorials,developers-intro-005-tutorial-step-web-server.json,Projects/Foundations/Schemas/Docs-Tutorials/D/Developers/Developers-Intro/developers-intro-005-tutorial-step-web-server.json,Tutorial Step - Web Server,101,none,Developers Intro,5,RU 
Foundations,Docs-Tutorials,developers-intro-007-tutorial-step-events-server.json,Projects/Foundations/Schemas/Docs-Tutorials/D/Developers/Developers-Intro/developers-intro-007-tutorial-step-events-server.json,Tutorial Step - Events Server,98,none,Developers Intro,7,RU 
Foundations,Docs-Tutorials,developers-intro-021-tutorial-topic-parting-thoughts..json,Projects/Foundations/Schemas/Docs-Tutorials/D/Developers/Developers-Intro/developers-intro-021-tutorial-topic-parting-thoughts..json,Tutorial Topic - Parting Thoughts...,112,none,Developers Intro,21,RU 
Foundations,Docs-Tutorials,developers-intro-001-tutorial-intro-for-developers.json,Projects/Foundations/Schemas/Docs-Tutorials/D/Developers/Developers-Intro/developers-intro-001-tutorial-intro-for-developers.json,Tutorial - Intro for Developers,105,none,Developers Intro,1,RU 
Foundations,Docs-Tutorials,developers-intro-019-tutorial-step-panel-space.json,Projects/Foundations/Schemas/Docs-Tutorials/D/Developers/Developers-Intro/developers-intro-019-tutorial-step-panel-space.json,Tutorial Step - Panel Space,74,none,Developers Intro,19,RU 
Foundations,Docs-Tutorials,defining-a-trading-idea-006-tutorial-step-why-test-trading-ideas..json,Projects/Foundations/Schemas/Docs-Tutorials/D/Defining/Defining-a-Trading-Idea/defining-a-trading-idea-006-tutorial-step-why-test-trading-ideas..json,Tutorial Step - Why Test Trading Ideas..?,80,none,Defining a Trading Idea,6,ES DE RU TR 
Foundations,Docs-Tutorials,defining-a-trading-idea-027-tutorial-step-lets-define-the-first-two.json,Projects/Foundations/Schemas/Docs-Tutorials/D/Defining/Defining-a-Trading-Idea/defining-a-trading-idea-027-tutorial-step-lets-define-the-first-two.json,Tutorial Step - Let's Define the First Two!,106,none,Defining a Trading Idea,27,DE RU TR 
Foundations,Docs-Tutorials,defining-a-trading-idea-013-tutorial-step-are-we-up-to-date..json,Projects/Foundations/Schemas/Docs-Tutorials/D/Defining/Defining-a-Trading-Idea/defining-a-trading-idea-013-tutorial-step-are-we-up-to-date..json,Tutorial Step - Are We Up to Date..?,83,none,Defining a Trading Idea,13,DE RU TR 
Foundations,Docs-Tutorials,defining-a-trading-idea-026-tutorial-step-what-is-missing.json,Projects/Foundations/Schemas/Docs-Tutorials/D/Defining/Defining-a-Trading-Idea/defining-a-trading-idea-026-tutorial-step-what-is-missing.json,Tutorial Step - What Is Missing?,60,none,Defining a Trading Idea,26,DE RU TR 
Foundations,Docs-Tutorials,defining-a-trading-idea-007-tutorial-step-the-trading-process.json,Projects/Foundations/Schemas/Docs-Tutorials/D/Defining/Defining-a-Trading-Idea/defining-a-trading-idea-007-tutorial-step-the-trading-process.json,Tutorial Step - The Trading Process,81,none,Defining a Trading Idea,7,ES DE RU TR 
Foundations,Docs-Tutorials,defining-a-trading-idea-028-tutorial-step-entry-rules.json,Projects/Foundations/Schemas/Docs-Tutorials/D/Defining/Defining-a-Trading-Idea/defining-a-trading-idea-028-tutorial-step-entry-rules.json,Tutorial Step - Entry Rules,91,none,Defining a Trading Idea,28,DE RU TR 
Foundations,Docs-Tutorials,defining-a-trading-idea-003-tutorial-step-before-we-start..json,Projects/Foundations/Schemas/Docs-Tutorials/D/Defining/Defining-a-Trading-Idea/defining-a-trading-idea-003-tutorial-step-before-we-start..json,Tutorial Step - Before we start...,134,none,Defining a Trading Idea,3,ES DE RU TR 
Foundations,Docs-Tutorials,defining-a-trading-idea-012-tutorial-step-lets-go-on-a-field-trip.json,Projects/Foundations/Schemas/Docs-Tutorials/D/Defining/Defining-a-Trading-Idea/defining-a-trading-idea-012-tutorial-step-lets-go-on-a-field-trip.json,Tutorial Step - Let's Go On a Field Trip!,58,none,Defining a Trading Idea,12,DE RU TR 
Foundations,Docs-Tutorials,defining-a-trading-idea-029-tutorial-step-predictions-and-testing.json,Projects/Foundations/Schemas/Docs-Tutorials/D/Defining/Defining-a-Trading-Idea/defining-a-trading-idea-029-tutorial-step-predictions-and-testing.json,Tutorial Step - Predictions and Testing,106,none,Defining a Trading Idea,29,DE RU TR 
Foundations,Docs-Tutorials,defining-a-trading-idea-005-tutorial-step-lets-mine-some-data..json,Projects/Foundations/Schemas/Docs-Tutorials/D/Defining/Defining-a-Trading-Idea/defining-a-trading-idea-005-tutorial-step-lets-mine-some-data..json,Tutorial Step - Let's Mine Some Data..!,78,none,Defining a Trading Idea,5,ES DE RU TR 
Foundations,Docs-Tutorials,defining-a-trading-idea-011-tutorial-step-the-testing-mechanism.json,Projects/Foundations/Schemas/Docs-Tutorials/D/Defining/Defining-a-Trading-Idea/defining-a-trading-idea-011-tutorial-step-the-testing-mechanism.json,Tutorial Step - The Testing Mechanism,109,none,Defining a Trading Idea,11,DE RU TR 
Foundations,Docs-Tutorials,defining-a-trading-idea-010-tutorial-step-the-prediction.json,Projects/Foundations/Schemas/Docs-Tutorials/D/Defining/Defining-a-Trading-Idea/defining-a-trading-idea-010-tutorial-step-the-prediction.json,Tutorial Step - The Prediction,104,none,Defining a Trading Idea,10,DE RU TR 
Foundations,Docs-Tutorials,defining-a-trading-idea-017-tutorial-step-breakdown-of-the-bbs.json,Projects/Foundations/Schemas/Docs-Tutorials/D/Defining/Defining-a-Trading-Idea/defining-a-trading-idea-017-tutorial-step-breakdown-of-the-bbs.json,Tutorial Step - Breakdown of the BBs,107,none,Defining a Trading Idea,17,DE RU TR 
Foundations,Docs-Tutorials,defining-a-trading-idea-016-tutorial-step-can-you-think-of-any-ideas.json,Projects/Foundations/Schemas/Docs-Tutorials/D/Defining/Defining-a-Trading-Idea/defining-a-trading-idea-016-tutorial-step-can-you-think-of-any-ideas.json,Tutorial Step - Can You Think of Any Ideas?,80,none,Defining a Trading Idea,16,DE RU TR 
Foundations,Docs-Tutorials,defining-a-trading-idea-004-tutorial-step-ready-to-mine..json,Projects/Foundations/Schemas/Docs-Tutorials/D/Defining/Defining-a-Trading-Idea/defining-a-trading-idea-004-tutorial-step-ready-to-mine..json,Tutorial Step - Ready to Mine..?,96,none,Defining a Trading Idea,4,ES DE RU TR 
Foundations,Docs-Tutorials,defining-a-trading-idea-022-tutorial-step-look-to-your-left.json,Projects/Foundations/Schemas/Docs-Tutorials/D/Defining/Defining-a-Trading-Idea/defining-a-trading-idea-022-tutorial-step-look-to-your-left.json,Tutorial Step - Look to Your Left!,84,none,Defining a Trading Idea,22,DE RU TR 
Foundations,Docs-Tutorials,defining-a-trading-idea-020-tutorial-step-the-big-picture.json,Projects/Foundations/Schemas/Docs-Tutorials/D/Defining/Defining-a-Trading-Idea/defining-a-trading-idea-020-tutorial-step-the-big-picture.json,Tutorial Step - The Big Picture!,133,none,Defining a Trading Idea,20,DE RU TR 
Foundations,Docs-Tutorials,defining-a-trading-idea-002-tutorial-defining-a-trading-idea.json,Projects/Foundations/Schemas/Docs-Tutorials/D/Defining/Defining-a-Trading-Idea/defining-a-trading-idea-002-tutorial-defining-a-trading-idea.json,Tutorial - Defining a Trading Idea,100,none,Defining a Trading Idea,2,ES DE RU TR 
Foundations,Docs-Tutorials,defining-a-trading-idea-025-tutorial-step-weve-got-two-hypotheses.json,Projects/Foundations/Schemas/Docs-Tutorials/D/Defining/Defining-a-Trading-Idea/defining-a-trading-idea-025-tutorial-step-weve-got-two-hypotheses.json,Tutorial Step - We've got Two Hypotheses!,96,none,Defining a Trading Idea,25,DE RU TR 
Foundations,Docs-Tutorials,defining-a-trading-idea-021-tutorial-step-what-do-we-make-of-this.json,Projects/Foundations/Schemas/Docs-Tutorials/D/Defining/Defining-a-Trading-Idea/defining-a-trading-idea-021-tutorial-step-what-do-we-make-of-this.json,Tutorial Step - What Do We Make of This?,67,none,Defining a Trading Idea,21,DE RU TR 
Foundations,Docs-Tutorials,defining-a-trading-idea-019-tutorial-step-lets-zoom-out.json,Projects/Foundations/Schemas/Docs-Tutorials/D/Defining/Defining-a-Trading-Idea/defining-a-trading-idea-019-tutorial-step-lets-zoom-out.json,Tutorial Step - Let's Zoom Out!,101,none,Defining a Trading Idea,19,DE RU TR 
Foundations,Docs-Tutorials,defining-a-trading-idea-030-tutorial-step-et-voilà..json,Projects/Foundations/Schemas/Docs-Tutorials/D/Defining/Defining-a-Trading-Idea/defining-a-trading-idea-030-tutorial-step-et-voilà..json,Tutorial Step - Et Voilà..!,88,none,Defining a Trading Idea,30,DE RU TR 
Foundations,Docs-Tutorials,defining-a-trading-idea-014-tutorial-step-bb-on-the-charts.json,Projects/Foundations/Schemas/Docs-Tutorials/D/Defining/Defining-a-Trading-Idea/defining-a-trading-idea-014-tutorial-step-bb-on-the-charts.json,Tutorial Step - BB On the Charts!,122,none,Defining a Trading Idea,14,DE RU TR 
Foundations,Docs-Tutorials,defining-a-trading-idea-015-tutorial-step-bollinger-bands-rules.json,Projects/Foundations/Schemas/Docs-Tutorials/D/Defining/Defining-a-Trading-Idea/defining-a-trading-idea-015-tutorial-step-bollinger-bands-rules.json,Tutorial Step - Bollinger Bands Rules,78,none,Defining a Trading Idea,15,DE RU TR 
Foundations,Docs-Tutorials,defining-a-trading-idea-001-defining-a-trading-idea-tutorial.json,Projects/Foundations/Schemas/Docs-Tutorials/D/Defining/Defining-a-Trading-Idea/defining-a-trading-idea-001-defining-a-trading-idea-tutorial.json,Defining a Trading Idea Tutorial,63,none,Defining a Trading Idea,1,RU 
Foundations,Docs-Tutorials,defining-a-trading-idea-023-tutorial-step-wouldnt-it-be-nice.json,Projects/Foundations/Schemas/Docs-Tutorials/D/Defining/Defining-a-Trading-Idea/defining-a-trading-idea-023-tutorial-step-wouldnt-it-be-nice.json,Tutorial Step - Wouldn't It Be Nice?,95,none,Defining a Trading Idea,23,RU DE TR 
Foundations,Docs-Tutorials,defining-a-trading-idea-008-tutorial-step-the-appropriate-context.json,Projects/Foundations/Schemas/Docs-Tutorials/D/Defining/Defining-a-Trading-Idea/defining-a-trading-idea-008-tutorial-step-the-appropriate-context.json,Tutorial Step - The Appropriate Context,85,none,Defining a Trading Idea,8,DE RU TR 
Foundations,Docs-Tutorials,defining-a-trading-idea-024-tutorial-step-march-7th-to-march-12th.json,Projects/Foundations/Schemas/Docs-Tutorials/D/Defining/Defining-a-Trading-Idea/defining-a-trading-idea-024-tutorial-step-march-7th-to-march-12th.json,Tutorial Step - March 7th to March 12th,89,none,Defining a Trading Idea,24,DE RU TR 
Foundations,Docs-Tutorials,defining-a-trading-idea-018-tutorial-step-what-else-is-going-on.json,Projects/Foundations/Schemas/Docs-Tutorials/D/Defining/Defining-a-Trading-Idea/defining-a-trading-idea-018-tutorial-step-what-else-is-going-on.json,Tutorial Step - What Else is Going On?,91,none,Defining a Trading Idea,18,DE RU TR 
Foundations,Docs-Tutorials,defining-a-trading-idea-031-tutorial-step-ready-for-the-next-one..json,Projects/Foundations/Schemas/Docs-Tutorials/D/Defining/Defining-a-Trading-Idea/defining-a-trading-idea-031-tutorial-step-ready-for-the-next-one..json,Tutorial Step - Ready For The Next One..?,62,none,Defining a Trading Idea,31,DE RU TR 
Foundations,Docs-Tutorials,defining-a-trading-idea-009-tutorial-step-the-entry-rules.json,Projects/Foundations/Schemas/Docs-Tutorials/D/Defining/Defining-a-Trading-Idea/defining-a-trading-idea-009-tutorial-step-the-entry-rules.json,Tutorial Step - The Entry Rules,100,none,Defining a Trading Idea,9,DE RU TR 
Foundations,Docs-Tutorials,setting-up-a-new-chart-037-tutorial-step-don’t-forget-the-layers.json,Projects/Foundations/Schemas/Docs-Tutorials/S/Setting/Setting-Up-a-New-Chart/setting-up-a-new-chart-037-tutorial-step-don’t-forget-the-layers.json,Tutorial Step - Don’t Forget the Layers!,96,none,Setting Up a New Chart,37,ES RU DE TR 
Foundations,Docs-Tutorials,setting-up-a-new-chart-020-tutorial-step-why-is-it-blank.json,Projects/Foundations/Schemas/Docs-Tutorials/S/Setting/Setting-Up-a-New-Chart/setting-up-a-new-chart-020-tutorial-step-why-is-it-blank.json,Tutorial Step - Why Is It Blank?,106,none,Setting Up a New Chart,20,ES RU DE TR 
Foundations,Docs-Tutorials,setting-up-a-new-chart-021-tutorial-step-empty-layer-manager.json,Projects/Foundations/Schemas/Docs-Tutorials/S/Setting/Setting-Up-a-New-Chart/setting-up-a-new-chart-021-tutorial-step-empty-layer-manager.json,Tutorial Step - Empty Layer Manager,12,none,Setting Up a New Chart,21,RU DE TR 
Foundations,Docs-Tutorials,setting-up-a-new-chart-005-tutorial-step-basic-building-blocks.json,Projects/Foundations/Schemas/Docs-Tutorials/S/Setting/Setting-Up-a-New-Chart/setting-up-a-new-chart-005-tutorial-step-basic-building-blocks.json,Tutorial Step - Basic Building Blocks,70,none,Setting Up a New Chart,5,ES DE RU 
Foundations,Docs-Tutorials,setting-up-a-new-chart-026-tutorial-step-the-data-you-want-to-see.json,Projects/Foundations/Schemas/Docs-Tutorials/S/Setting/Setting-Up-a-New-Chart/setting-up-a-new-chart-026-tutorial-step-the-data-you-want-to-see.json,Tutorial Step - The Data You Want to See,112,none,Setting Up a New Chart,26,ES RU DE TR 
Foundations,Docs-Tutorials,setting-up-a-new-chart-004-tutorial-step-charts-without-tears.json,Projects/Foundations/Schemas/Docs-Tutorials/S/Setting/Setting-Up-a-New-Chart/setting-up-a-new-chart-004-tutorial-step-charts-without-tears.json,Tutorial Step - Charts Without Tears,108,none,Setting Up a New Chart,4,ES DE RU TR 
Foundations,Docs-Tutorials,setting-up-a-new-chart-033-tutorial-step-connection-one.json,Projects/Foundations/Schemas/Docs-Tutorials/S/Setting/Setting-Up-a-New-Chart/setting-up-a-new-chart-033-tutorial-step-connection-one.json,Tutorial Step - Connection One,92,none,Setting Up a New Chart,33,ES RU DE TR 
Foundations,Docs-Tutorials,setting-up-a-new-chart-036-tutorial-step-connection-two.json,Projects/Foundations/Schemas/Docs-Tutorials/S/Setting/Setting-Up-a-New-Chart/setting-up-a-new-chart-036-tutorial-step-connection-two.json,Tutorial Step - Connection Two,69,none,Setting Up a New Chart,36,ES RU DE TR 
Foundations,Docs-Tutorials,setting-up-a-new-chart-008-tutorial-step-charting-workspace-market.json,Projects/Foundations/Schemas/Docs-Tutorials/S/Setting/Setting-Up-a-New-Chart/setting-up-a-new-chart-008-tutorial-step-charting-workspace-market.json,Tutorial Step - Charting Workspace Market,118,none,Setting Up a New Chart,8,ES DE RU TR 
Foundations,Docs-Tutorials,setting-up-a-new-chart-028-tutorial-step-make-the-connection.json,Projects/Foundations/Schemas/Docs-Tutorials/S/Setting/Setting-Up-a-New-Chart/setting-up-a-new-chart-028-tutorial-step-make-the-connection.json,Tutorial Step - Make the Connection,76,none,Setting Up a New Chart,28,ES RU DE TR 
Foundations,Docs-Tutorials,setting-up-a-new-chart-032-tutorial-step-link-chart-to-trading-system.json,Projects/Foundations/Schemas/Docs-Tutorials/S/Setting/Setting-Up-a-New-Chart/setting-up-a-new-chart-032-tutorial-step-link-chart-to-trading-system.json,Tutorial Step - Link Chart to Trading System,132,none,Setting Up a New Chart,32,ES RU DE TR 
Foundations,Docs-Tutorials,setting-up-a-new-chart-027-tutorial-step-link-chart-to-data-products.json,Projects/Foundations/Schemas/Docs-Tutorials/S/Setting/Setting-Up-a-New-Chart/setting-up-a-new-chart-027-tutorial-step-link-chart-to-data-products.json,Tutorial Step - Link Chart to Data Products,74,none,Setting Up a New Chart,27,ES RU DE TR 
Foundations,Docs-Tutorials,setting-up-a-new-chart-040-tutorial-step-easy-as-1-2-3.json,Projects/Foundations/Schemas/Docs-Tutorials/S/Setting/Setting-Up-a-New-Chart/setting-up-a-new-chart-040-tutorial-step-easy-as-1-2-3.json,"Tutorial Step - Easy as 1, 2, 3",117,none,Setting Up a New Chart,40,ES RU DE TR 
Foundations,Docs-Tutorials,setting-up-a-new-chart-003-tutorial-step-before-we-begin.json,Projects/Foundations/Schemas/Docs-Tutorials/S/Setting/Setting-Up-a-New-Chart/setting-up-a-new-chart-003-tutorial-step-before-we-begin.json,Tutorial Step - Before We Begin,95,none,Setting Up a New Chart,3,ES DE RU TR 
Foundations,Docs-Tutorials,setting-up-a-new-chart-012-tutorial-step-magical-machines.json,Projects/Foundations/Schemas/Docs-Tutorials/S/Setting/Setting-Up-a-New-Chart/setting-up-a-new-chart-012-tutorial-step-magical-machines.json,Tutorial Step - Magical Machines,72,none,Setting Up a New Chart,12,ES RU DE TR 
Foundations,Docs-Tutorials,setting-up-a-new-chart-029-tutorial-step-add-the-layers.json,Projects/Foundations/Schemas/Docs-Tutorials/S/Setting/Setting-Up-a-New-Chart/setting-up-a-new-chart-029-tutorial-step-add-the-layers.json,Tutorial Step - Add the Layers,64,none,Setting Up a New Chart,29,ES RU DE TR 
Foundations,Docs-Tutorials,setting-up-a-new-chart-006-tutorial-step-charting-workspace-setup.json,Projects/Foundations/Schemas/Docs-Tutorials/S/Setting/Setting-Up-a-New-Chart/setting-up-a-new-chart-006-tutorial-step-charting-workspace-setup.json,Tutorial Step - Charting Workspace Setup,90,none,Setting Up a New Chart,6,ES DE RU TR 
Foundations,Docs-Tutorials,setting-up-a-new-chart-024-tutorial-step-your-data-treasure-trove.json,Projects/Foundations/Schemas/Docs-Tutorials/S/Setting/Setting-Up-a-New-Chart/setting-up-a-new-chart-024-tutorial-step-your-data-treasure-trove.json,Tutorial Step - Your Data Treasure Trove,134,none,Setting Up a New Chart,24,ES RU DE TR 
Foundations,Docs-Tutorials,setting-up-a-new-chart-039-tutorial-step-not-seeing-anything.json,Projects/Foundations/Schemas/Docs-Tutorials/S/Setting/Setting-Up-a-New-Chart/setting-up-a-new-chart-039-tutorial-step-not-seeing-anything.json,Tutorial Step - Not Seeing Anything?,66,none,Setting Up a New Chart,39,ES RU DE TR 
Foundations,Docs-Tutorials,setting-up-a-new-chart-018-tutorial-step-i-see-a-chart.json,Projects/Foundations/Schemas/Docs-Tutorials/S/Setting/Setting-Up-a-New-Chart/setting-up-a-new-chart-018-tutorial-step-i-see-a-chart.json,Tutorial Step - I See a Chart!,77,none,Setting Up a New Chart,18,ES RU DE TR 
Foundations,Docs-Tutorials,setting-up-a-new-chart-035-tutorial-step-another-timeline-chart.json,Projects/Foundations/Schemas/Docs-Tutorials/S/Setting/Setting-Up-a-New-Chart/setting-up-a-new-chart-035-tutorial-step-another-timeline-chart.json,Tutorial Step - Another Timeline Chart,54,none,Setting Up a New Chart,35,ES RU DE TR 
Foundations,Docs-Tutorials,setting-up-a-new-chart-034-tutorial-step-back-to-data-storage.json,Projects/Foundations/Schemas/Docs-Tutorials/S/Setting/Setting-Up-a-New-Chart/setting-up-a-new-chart-034-tutorial-step-back-to-data-storage.json,Tutorial Step - Back to Data Storage,88,none,Setting Up a New Chart,34,ES RU DE TR 
Foundations,Docs-Tutorials,setting-up-a-new-chart-009-tutorial-step-your-first-chart.json,Projects/Foundations/Schemas/Docs-Tutorials/S/Setting/Setting-Up-a-New-Chart/setting-up-a-new-chart-009-tutorial-step-your-first-chart.json,Tutorial Step - Your First Chart,96,none,Setting Up a New Chart,9,ES DE RU TR 
Foundations,Docs-Tutorials,setting-up-a-new-chart-031-tutorial-step-it’s-alive.json,Projects/Foundations/Schemas/Docs-Tutorials/S/Setting/Setting-Up-a-New-Chart/setting-up-a-new-chart-031-tutorial-step-it’s-alive.json,Tutorial Step - It’s Alive!,89,none,Setting Up a New Chart,31,ES RU DE TR 
Foundations,Docs-Tutorials,setting-up-a-new-chart-017-tutorial-step-chart-spawning.json,Projects/Foundations/Schemas/Docs-Tutorials/S/Setting/Setting-Up-a-New-Chart/setting-up-a-new-chart-017-tutorial-step-chart-spawning.json,Tutorial Step - Chart Spawning,75,none,Setting Up a New Chart,17,ES RU DE TR 
Foundations,Docs-Tutorials,setting-up-a-new-chart-023-tutorial-step-herding-layers.json,Projects/Foundations/Schemas/Docs-Tutorials/S/Setting/Setting-Up-a-New-Chart/setting-up-a-new-chart-023-tutorial-step-herding-layers.json,Tutorial Step - Herding Layers,89,none,Setting Up a New Chart,23,ES RU DE TR 
Foundations,Docs-Tutorials,setting-up-a-new-chart-038-tutorial-step-check-the-chart.json,Projects/Foundations/Schemas/Docs-Tutorials/S/Setting/Setting-Up-a-New-Chart/setting-up-a-new-chart-038-tutorial-step-check-the-chart.json,Tutorial Step - Check the Chart,50,none,Setting Up a New Chart,38,ES RU DE TR 
Foundations,Docs-Tutorials,setting-up-a-new-chart-019-tutorial-step-add-a-timeline-chart.json,Projects/Foundations/Schemas/Docs-Tutorials/S/Setting/Setting-Up-a-New-Chart/setting-up-a-new-chart-019-tutorial-step-add-a-timeline-chart.json,Tutorial Step - Add a Timeline Chart,86,none,Setting Up a New Chart,19,ES RU DE TR 
Foundations,Docs-Tutorials,setting-up-a-new-chart-007-tutorial-step-adjust-for-your-exchange.json,Projects/Foundations/Schemas/Docs-Tutorials/S/Setting/Setting-Up-a-New-Chart/setting-up-a-new-chart-007-tutorial-step-adjust-for-your-exchange.json,Tutorial Step - Adjust for Your Exchange,90,none,Setting Up a New Chart,7,ES DE RU TR 
Foundations,Docs-Tutorials,setting-up-a-new-chart-016-tutorial-step-the-three-scales.json,Projects/Foundations/Schemas/Docs-Tutorials/S/Setting/Setting-Up-a-New-Chart/setting-up-a-new-chart-016-tutorial-step-the-three-scales.json,Tutorial Step - The Three Scales,93,none,Setting Up a New Chart,16,ES RU DE TR 
Foundations,Docs-Tutorials,setting-up-a-new-chart-002-tutorial-step-welcome-to-the-otherside.json,Projects/Foundations/Schemas/Docs-Tutorials/S/Setting/Setting-Up-a-New-Chart/setting-up-a-new-chart-002-tutorial-step-welcome-to-the-otherside.json,Tutorial Step - Welcome to the Otherside,121,none,Setting Up a New Chart,2,ES DE RU TR 
Foundations,Docs-Tutorials,setting-up-a-new-chart-041-tutorial-step-before-i-go.json,Projects/Foundations/Schemas/Docs-Tutorials/S/Setting/Setting-Up-a-New-Chart/setting-up-a-new-chart-041-tutorial-step-before-i-go.json,Tutorial Step - Before I Go,73,none,Setting Up a New Chart,41,ES RU DE TR 
Foundations,Docs-Tutorials,setting-up-a-new-chart-015-tutorial-step-add-a-time-machine.json,Projects/Foundations/Schemas/Docs-Tutorials/S/Setting/Setting-Up-a-New-Chart/setting-up-a-new-chart-015-tutorial-step-add-a-time-machine.json,Tutorial Step - Add a Time Machine,83,none,Setting Up a New Chart,15,ES RU DE TR 
Foundations,Docs-Tutorials,setting-up-a-new-chart-022-tutorial-step-the-chart-of-many-talents.json,Projects/Foundations/Schemas/Docs-Tutorials/S/Setting/Setting-Up-a-New-Chart/setting-up-a-new-chart-022-tutorial-step-the-chart-of-many-talents.json,Tutorial Step - The Chart of Many Talents,112,none,Setting Up a New Chart,22,ES DE TR 
Foundations,Docs-Tutorials,setting-up-a-new-chart-010-tutorial-step-dashing-dashboards.json,Projects/Foundations/Schemas/Docs-Tutorials/S/Setting/Setting-Up-a-New-Chart/setting-up-a-new-chart-010-tutorial-step-dashing-dashboards.json,Tutorial Step - Dashing Dashboards,92,none,Setting Up a New Chart,10,ES DE RU TR 
Foundations,Docs-Tutorials,setting-up-a-new-chart-011-tutorial-step-dashboards-in-the-future.json,Projects/Foundations/Schemas/Docs-Tutorials/S/Setting/Setting-Up-a-New-Chart/setting-up-a-new-chart-011-tutorial-step-dashboards-in-the-future.json,Tutorial Step - Dashboards in the Future,78,none,Setting Up a New Chart,11,ES RU DE TR 
Foundations,Docs-Tutorials,setting-up-a-new-chart-001-setting-up-a-new-chart-tutorial.json,Projects/Foundations/Schemas/Docs-Tutorials/S/Setting/Setting-Up-a-New-Chart/setting-up-a-new-chart-001-setting-up-a-new-chart-tutorial.json,Setting Up a New Chart Tutorial,37,none,Setting Up a New Chart,1,DE 
Foundations,Docs-Tutorials,setting-up-a-new-chart-014-tutorial-step-without-further-ado.json,Projects/Foundations/Schemas/Docs-Tutorials/S/Setting/Setting-Up-a-New-Chart/setting-up-a-new-chart-014-tutorial-step-without-further-ado.json,Tutorial Step - Without Further Ado,93,none,Setting Up a New Chart,14,ES RU DE TR 
Foundations,Docs-Tutorials,setting-up-a-new-chart-025-tutorial-step-follow-the-tree.json,Projects/Foundations/Schemas/Docs-Tutorials/S/Setting/Setting-Up-a-New-Chart/setting-up-a-new-chart-025-tutorial-step-follow-the-tree.json,Tutorial Step - Follow the Tree!,72,none,Setting Up a New Chart,25,ES RU DE TR 
